,objectIsPart,objectPresence,objectcounts,objectnames,proportionClassIsPart,wordnet_found,wordnet_level1,wordnet_synset,wordnet_hypernym,wordnet_gloss,wordnet_synonyms,wordnet_frequency
2523,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['stables'],0.0,0,[],[],[],[],[],0
2524,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stadium'],0.0,0,[],[],[],[],[],0
2525,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],117.0,['stage'],0.0,1,['stage'],"['stage. platform. horizontal surface, level. surface. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stage'], dtype='<U5')]
 [array(['platform'], dtype='<U8')]
 [array(['horizontal surface, level'], dtype='<U25')]
 [array(['surface'], dtype='<U7')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a large platform on which people can stand and can be seen by an audience; ""he clambered up onto the stage and got the actors to help him into the box""']",['stage'],15
2526,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['stained glass'],0.0,0,[],[],[],[],[],0
2527,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['stained-glass window'],1.0,0,[],[],[],[],[],0
2528,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],25.0,['staircase'],1.0,1,"['stairway, staircase']","['stairway, staircase. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stairway, staircase'], dtype='<U19')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a way of access (upward and downward) consisting of a set of steps'],"['stairway, staircase']",3
2529,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 1.],1197.0,"['stairs, steps']",0.0,1,"['stairs, steps']","['stairs, steps. stairway, staircase. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stairs, steps'], dtype='<U13')]
 [array(['stairway, staircase'], dtype='<U19')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a flight of stairs or a flight of steps'],"['stairs, steps']",27
2530,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],759.0,"['stairway, staircase']",0.0,1,"['stairway, staircase']","['stairway, staircase. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stairway, staircase'], dtype='<U19')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a way of access (upward and downward) consisting of a set of steps'],"['stairway, staircase']",3
2531,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['stake'],0.0,0,[],[],[],[],[],0
2532,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],20.0,['stalactite'],0.0,0,[],[],[],[],[],0
2533,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],12.0,['stalactites'],0.0,0,[],[],[],[],[],0
2534,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],15.0,['stalagmite'],0.0,0,[],[],[],[],[],0
2535,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stalagmites'],0.0,0,[],[],[],[],[],0
2536,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],158.0,"['stall, stand, sales booth']",0.0,1,"['stall, stand, sales booth']","['stall, stand, sales booth. booth. shop, store. mercantile establishment, retail store, sales outlet, outlet. place of business, business establishment. establishment. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stall, stand, sales booth'], dtype='<U25')]
 [array(['booth'], dtype='<U5')]
 [array(['shop, store'], dtype='<U11')]
 [array(['mercantile establishment, retail store, sales outlet, outlet'],
      dtype='<U60')]
 [array(['place of business, business establishment'], dtype='<U41')]
 [array(['establishment'], dtype='<U13')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a booth where articles are displayed for sale'],"['stall, stand, sales booth']",2
2537,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],15.0,['stalls'],0.0,0,[],[],[],[],[],0
2538,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],32.0,['stands'],0.0,0,[],[],[],[],[],0
2539,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],21.0,['stapler'],0.0,0,[],[],[],[],[],0
2540,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],17.0,['star'],0.0,0,[],[],[],[],[],0
2541,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['starfish'],0.0,0,[],[],[],[],[],0
2542,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['starting gate'],0.0,0,[],[],[],[],[],0
2543,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['starting gate trolley'],0.0,0,[],[],[],[],[],0
2544,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['station'],0.0,0,[],[],[],[],[],0
2545,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stationary bicycle'],0.0,0,[],[],[],[],[],0
2546,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],219.0,['statue'],0.12785389,1,['statue'],"['statue. sculpture. plastic art. art, fine art. creation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['statue'], dtype='<U6')]
 [array(['sculpture'], dtype='<U9')]
 [array(['plastic art'], dtype='<U11')]
 [array(['art, fine art'], dtype='<U13')]
 [array(['creation'], dtype='<U8')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a sculpture representing a human or animal'],['statue'],5
2547,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['statue piller'],0.0,0,[],[],[],[],[],0
2548,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['statues'],0.0,0,[],[],[],[],[],0
2549,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stave'],1.0,0,[],[],[],[],[],0
2550,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['steam roller'],0.0,0,[],[],[],[],[],0
2551,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['steam room'],0.0,0,[],[],[],[],[],0
2552,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],17.0,['steam shovel'],0.0,0,[],[],[],[],[],0
2553,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steam vase'],0.0,0,[],[],[],[],[],0
2554,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['steamroller'],0.0,0,[],[],[],[],[],0
2555,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steel'],0.0,0,[],[],[],[],[],0
2556,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['steel beam'],0.0,0,[],[],[],[],[],0
2557,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steel box'],0.0,0,[],[],[],[],[],0
2558,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steel chair'],0.0,0,[],[],[],[],[],0
2559,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steel industry'],0.0,0,[],[],[],[],[],0
2560,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steel wire'],0.0,0,[],[],[],[],[],0
2561,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steeple'],1.0,0,[],[],[],[],[],0
2562,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steering'],0.0,0,[],[],[],[],[],0
2563,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['steering wheel'],1.0,1,"['steering wheel, wheel']","['steering wheel, wheel. handwheel. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['steering wheel, wheel'], dtype='<U21')]
 [array(['handwheel'], dtype='<U9')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a handwheel that is used for steering'],"['steering wheel, wheel']",1
2564,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],27.0,"['steering wheel, wheel']",0.0,1,"['steering wheel, wheel']","['steering wheel, wheel. handwheel. control, controller. mechanism. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['steering wheel, wheel'], dtype='<U21')]
 [array(['handwheel'], dtype='<U9')]
 [array(['control, controller'], dtype='<U19')]
 [array(['mechanism'], dtype='<U9')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a handwheel that is used for steering'],"['steering wheel, wheel']",1
2565,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],106.0,['stem'],1.0,0,[],[],[],[],[],0
2566,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],154.0,['step'],1.0,1,"['step, stair']","['step, stair. support. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['step, stair'], dtype='<U11')]
 [array(['support'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['support consisting of a place to rest the foot while ascending or descending a stairway; ""he paused on the bottom step""']","['step, stair']",2
2567,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['step machine'],0.0,0,[],[],[],[],[],0
2568,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],350.0,"['step, stair']",0.0,1,"['step, stair']","['step, stair. support. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['step, stair'], dtype='<U11')]
 [array(['support'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['support consisting of a place to rest the foot while ascending or descending a stairway; ""he paused on the bottom step""']","['step, stair']",2
2569,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],65.0,['steps'],0.9846154,1,"['stairs, steps']","['stairs, steps. stairway, staircase. way. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stairs, steps'], dtype='<U13')]
 [array(['stairway, staircase'], dtype='<U19')]
 [array(['way'], dtype='<U3')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a flight of stairs or a flight of steps'],"['stairs, steps']",27
2570,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['steps machine'],0.0,0,[],[],[],[],[],0
2571,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],10.0,['stereo'],0.0,0,[],[],[],[],[],0
2572,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stethoscope'],0.0,0,[],[],[],[],[],0
2573,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],67.0,['stick'],0.0,1,['stick'],"['stick. implement. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stick'], dtype='<U5')]
 [array(['implement'], dtype='<U9')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['an implement consisting of a length of wood; ""he collected dry sticks for a campfire""; ""the kid had a candied apple on a stick""']",['stick'],7
2574,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['sticker'],0.0,0,[],[],[],[],[],0
2575,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['sticks'],0.0,0,[],[],[],[],[],0
2576,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['sticky tape dispenser'],0.0,0,[],[],[],[],[],0
2577,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1229.0,['stile'],1.0,1,['stile'],"['stile. upright, vertical. structural member. support. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stile'], dtype='<U5')]
 [array(['upright, vertical'], dtype='<U17')]
 [array(['structural member'], dtype='<U17')]
 [array(['support'], dtype='<U7')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['an upright that is a member in a door or window frame'],['stile'],0
2578,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stilt'],0.0,0,[],[],[],[],[],0
2579,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stocking'],0.0,0,[],[],[],[],[],0
2580,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['stockings'],0.0,0,[],[],[],[],[],0
2581,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stone'],1.0,1,"['rock, stone']","['rock, stone. natural object. whole, unit. object, physical object. physical entity. entity. ']","[[array(['rock, stone'], dtype='<U11')]
 [array(['natural object'], dtype='<U14')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a lump or mass of hard consolidated mineral matter; ""he threw a rock at me""']","['rock, stone']",16
2582,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['stone ball'],0.0,0,[],[],[],[],[],0
2583,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stone path'],0.0,0,[],[],[],[],[],0
2584,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stone slab'],0.0,0,[],[],[],[],[],0
2585,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],994.0,['stool'],0.0,1,['stool'],"['stool. seat. furniture, piece of furniture, article of furniture. furnishing. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stool'], dtype='<U5')]
 [array(['seat'], dtype='<U4')]
 [array(['furniture, piece of furniture, article of furniture'],
      dtype='<U51')]
 [array(['furnishing'], dtype='<U10')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a simple seat without a back or arms'],['stool'],3
2586,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['stools'],0.0,0,[],[],[],[],[],0
2587,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stopper'],1.0,0,[],[],[],[],[],0
2588,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['storage'],0.0,0,[],[],[],[],[],0
2589,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['storage box'],0.0,0,[],[],[],[],[],0
2590,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['storage jar'],0.0,0,[],[],[],[],[],0
2591,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['storage rack'],0.0,0,[],[],[],[],[],0
2592,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['store'],0.0,0,[],[],[],[],[],0
2593,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],4.0,['storm drain'],0.0,0,[],[],[],[],[],0
2594,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['storm grate'],0.0,0,[],[],[],[],[],0
2595,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['storm sewer'],0.0,0,[],[],[],[],[],0
2596,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],271.0,['stove'],1.0,1,"['stove, kitchen stove, range, kitchen range, cooking stove']","['stove, kitchen stove, range, kitchen range, cooking stove. kitchen appliance. home appliance, household appliance. appliance. durables, durable goods, consumer durables. consumer goods. commodity, trade good, good. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stove, kitchen stove, range, kitchen range, cooking stove'],
      dtype='<U57')]
 [array(['kitchen appliance'], dtype='<U17')]
 [array(['home appliance, household appliance'], dtype='<U35')]
 [array(['appliance'], dtype='<U9')]
 [array(['durables, durable goods, consumer durables'], dtype='<U42')]
 [array(['consumer goods'], dtype='<U14')]
 [array(['commodity, trade good, good'], dtype='<U27')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['a kitchen appliance used for cooking food; ""dinner was already on the stove""']","['stove, kitchen stove, range, kitchen range, cooking stove']",5
2597,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],597.0,"['stove, kitchen stove, range, kitchen range, cooking stove']",0.0,1,"['stove, kitchen stove, range, kitchen range, cooking stove']","['stove, kitchen stove, range, kitchen range, cooking stove. kitchen appliance. home appliance, household appliance. appliance. durables, durable goods, consumer durables. consumer goods. commodity, trade good, good. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stove, kitchen stove, range, kitchen range, cooking stove'],
      dtype='<U57')]
 [array(['kitchen appliance'], dtype='<U17')]
 [array(['home appliance, household appliance'], dtype='<U35')]
 [array(['appliance'], dtype='<U9')]
 [array(['durables, durable goods, consumer durables'], dtype='<U42')]
 [array(['consumer goods'], dtype='<U14')]
 [array(['commodity, trade good, good'], dtype='<U27')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]","['assign a rank or rating to; ""how would you rank these students?""; ""The restaurant is rated highly in the food guide""']","['stove, kitchen stove, range, kitchen range, cooking stove']",0
2598,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['strainer'],0.0,0,[],[],[],[],[],0
2599,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],31.0,['straw'],0.0,0,[],[],[],[],[],0
2600,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],15.0,['straw bale'],0.0,0,[],[],[],[],[],0
2601,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['straw bales'],0.0,0,[],[],[],[],[],0
2602,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['strawberries'],0.0,0,[],[],[],[],[],0
2603,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['strawberry'],0.0,0,[],[],[],[],[],0
2604,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['straws'],0.0,0,[],[],[],[],[],0
2605,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['stream'],0.0,0,[],[],[],[],[],0
2606,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],13.0,['street box'],0.0,0,[],[],[],[],[],0
2607,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['street grate'],0.0,0,[],[],[],[],[],0
2608,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['street lights'],0.0,0,[],[],[],[],[],0
2609,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['street market'],0.0,0,[],[],[],[],[],0
2610,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],3.0,['street name'],0.0,0,[],[],[],[],[],0
2611,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],8.0,['street number'],0.0,0,[],[],[],[],[],0
2612,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],31.0,['street sign'],0.0,0,[],[],[],[],[],0
2613,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['street wires'],0.0,0,[],[],[],[],[],0
2614,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],81.0,"['streetcar, tram, tramcar, trolley, trolley car']",0.0,1,"['streetcar, tram, tramcar, trolley, trolley car']","['streetcar, tram, tramcar, trolley, trolley car. self-propelled vehicle. wheeled vehicle. vehicle. conveyance, transport. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['streetcar, tram, tramcar, trolley, trolley car'], dtype='<U46')]
 [array(['self-propelled vehicle'], dtype='<U22')]
 [array(['wheeled vehicle'], dtype='<U15')]
 [array(['vehicle'], dtype='<U7')]
 [array(['conveyance, transport'], dtype='<U21')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a wheeled vehicle that runs on rails and is propelled by electricity'],"['streetcar, tram, tramcar, trolley, trolley car']",0
2615,[0. 0. 0. ... 0. 0. 0.],[3. 0. 0. ... 0. 0. 0.],4660.0,"['streetlight, street lamp']",0.0,1,"['streetlight, street lamp']","['streetlight, street lamp. lamp. source of illumination. device. instrumentality, instrumentation. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['streetlight, street lamp'], dtype='<U24')]
 [array(['lamp'], dtype='<U4')]
 [array(['source of illumination'], dtype='<U22')]
 [array(['device'], dtype='<U6')]
 [array(['instrumentality, instrumentation'], dtype='<U32')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a lamp supported on a lamppost; for illuminating a street'],"['streetlight, street lamp']",2
2616,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],424.0,['stretcher'],0.9103774,1,['stretcher'],"['stretcher. framework. supporting structure. structure, construction. artifact, artefact. whole, unit. object, physical object. physical entity. entity. ']","[[array(['stretcher'], dtype='<U9')]
 [array(['framework'], dtype='<U9')]
 [array(['supporting structure'], dtype='<U20')]
 [array(['structure, construction'], dtype='<U23')]
 [array(['artifact, artefact'], dtype='<U18')]
 [array(['whole, unit'], dtype='<U11')]
 [array(['object, physical object'], dtype='<U23')]
 [array(['physical entity'], dtype='<U15')]
 [array(['entity'], dtype='<U6')]]",['a wooden framework on which canvas is stretched and fixed for oil painting'],['stretcher'],0
2617,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['string'],0.0,0,[],[],[],[],[],0
2618,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],18.0,['stringer'],0.6111111,0,[],[],[],[],[],0
2619,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],1.0,['strip light'],0.0,0,[],[],[],[],[],0
2620,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['stripe'],0.0,0,[],[],[],[],[],0
2621,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['stripes'],0.0,0,[],[],[],[],[],0
2622,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],5.0,['strips'],0.0,0,[],[],[],[],[],0
2623,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],2.0,['strongbox'],0.0,0,[],[],[],[],[],0
2624,[0. 0. 0. ... 0. 0. 0.],[0. 0. 0. ... 0. 0. 0.],6.0,['strongroom'],0.0,0,[],[],[],[],[],0
